,Title,Image,Old price,New price,Diagonal of display,Shape of display,Processor series,CPU,Cores,CPU base frequency,RAM,RAM type,RAM frequency,HDD,SSD,Video card,Model of video card,Video card capacity,Web-camera,Shape,Weight
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_legion-y520-15-80wk00uxra.html,Ноутбук LENOVO IdeaPad Y520-15 (80WK00UXRA),https://i1.foxtrot.com.ua/product/thumb/6362901.jpg,,29999,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7300HQ,4,2.5,16 Гб,DDR4,2400,1 Тб,,NVIDIA,GeForce GTX1050Ti,4 Гб,1 Мп (HD),380 x 265 x 25.8,2.4 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_pavilion-gaming-15-cx0042ur-4ps16ea.html,Ноутбук HP Pavilion Gaming 15-cx0042ur (4PS16EA),https://i1.foxtrot.com.ua/product/thumb/6414836.jpg,25999,24999,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8300H,4,2.3,8 Гб,DDR4,2666,1 Тб,,NVIDIA,GeForce GTX1050,2 Гб,1 Мп (HD),365 x 256.5 x 25.4,2.4 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_250-g6-3vk20es.html,Ноутбук HP 250 G6 (3VK20ES) Dark Ash,https://i1.foxtrot.com.ua/product/thumb/6422451.jpg,,11999,15.6,1366 х 768,Intel® Core™ i3 (6 поколение),6006U,2,2.0,4 Гб,DDR4,2133,,128 Гб,AMD,Radeon 520,2 Гб,0.3 Мп (VGA),380 x 253.8 x 23.8,1.86 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_apple_a1466-macbook-air-mqd32ua-a.html,Ноутбук APPLE A1466 MacBook Air (MQD32UA/A),https://i1.foxtrot.com.ua/product/thumb/6353998.jpg,,29999,13.3,1400 х 900,,,2,1.8,8 Гб,LPDDR3,1600,,128 Гб,,Intel HD Graphics 6000,,1 Мп (HD),325 x 227 x 3 - 17,1.35 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_aspire-5-a515-51g-38eg-nx-gvmeu-015.html,Ноутбук ACER Aspire 5 A515-51G-38EG (NX.GVMEU.015),https://i1.foxtrot.com.ua/product/thumb/6387560.jpg,14599,12999,15.6,1920 x 1080,Intel® Core™ i3 (6 поколение),6006U,2,2.0,6 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce MX130,2 Гб,1 Мп (HD),381.6 x 263 x 21.6,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_330-15ast-onyx-black-81d60097ra.html,Ноутбук LENOVO 330-15AST (81D60097RA) Onyx Black,https://i1.foxtrot.com.ua/product/thumb/6404192.jpg,,8999,15.6,1366 х 768,AMD A6,9225,2,2.6,4 Гб,DDR4,2133,500 Гб,,,Radeon R4,,0.3 Мп (VGA),378 х 260 х 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_aspire-e5-576g-52zh-nx-gvbeu-034.html,Ноутбук ACER Aspire E5-576G-52ZH (NX.GVBEU.034),https://i1.foxtrot.com.ua/product/thumb/6380117.jpg,20599,18999,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,6 Гб,DDR3L,1600,1 Тб,,NVIDIA,GeForce MX130,2 Гб,1 Мп (HD),381.6 x 259 x 30.2,2.23 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_predator-helios-300-ph315-51-784y-nh-q3feu-023.html,Ноутбук ACER Predator Helios 300 PH315-51-784Y (NH.Q3FEU.023),https://i1.foxtrot.com.ua/product/thumb/6393230.jpg,,41999,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8750H,6,2.2,16 Гб,DDR4,,2 Тб,,NVIDIA,GeForce GTX1060,6 Гб,1 Мп (HD),390 х 266 х 26.8,2.7 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_legion-y520-15ikbn-80wk00yvra.html,Ноутбук LENOVO Legion Y520-15IKBN (80WK00YVRA),https://i1.foxtrot.com.ua/product/thumb/6357491.jpg,,25999,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7300HQ,4,2.5,6 Гб,DDR4,2400,1 Тб,,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),380 x 265 x 25.8,2.4 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_laptop-15-ra020ur-3fy64ea.html,Ноутбук HP Laptop 15-ra020ur (3FY64EA),https://i1.foxtrot.com.ua/product/thumb/6391867.jpg,,6999,15.6,1366 х 768,Intel® Celeron™,N3060,2,1.6,4 Гб,DDR3L,1600,500 Гб,,,Intel HD Graphics 400,,1 Мп (HD),380 x 253.8 x 23.8,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_envy-13-ag0012ur-4rm31ea.html,Ноутбук HP ENVY 13-ag0012ur (4RM31EA),https://i1.foxtrot.com.ua/product/thumb/6416676.jpg,,24999,13.3,1920 x 1080,AMD Ryzen 3,2300U,4,2.0,4 Гб,DDR4,2400,,128 Гб,,Radeon RX Vega 3 Graphics,,1 Мп (HD),306.7 x 214.6 x 14.9,1.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_330-15igm-81d100gyra.html,Ноутбук LENOVO 330-15IGM (81D100GYRA) Platinum Grey,https://i1.foxtrot.com.ua/product/thumb/6407748.jpg,8499,7999,15.6,1366 х 768,Intel® Celeron™,N4000,2,2.6,4 Гб,DDR4,2400,500 Гб,,,Intel UHD Graphics 600,,0.3 Мп (VGA),378 х 260 х 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_nitro-5-an515-51-5425-nh-q2reu-001.html,Ноутбук ACER Nitro 5 AN515-51-5425 (NH.Q2REU.001),https://i1.foxtrot.com.ua/product/thumb/6365600.jpg,30999,29999,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7300HQ,4,2.5,8 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),390 x 266 x 26.75,2.7 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_aspire-3-a315-33-p6m9-nx-gy3eu-015.html,Ноутбук ACER Aspire 3 A315-33-P6M9 (NX.GY3EU.015),https://i1.foxtrot.com.ua/product/thumb/6387559.jpg,9999,9499,15.6,1366 х 768,Intel® Pentium™,N3710,4,1.6,4 Гб,DDR3L,,500 Гб,,,Intel HD Graphics 405,,0.3 Мп (VGA),381.6 x 262.8 x 21.6,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_fx504ge-dm109.html,Ноутбук ASUS FX504GE-DM109,https://i1.foxtrot.com.ua/product/thumb/6382778.jpg,,28999,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8300H,4,2.3,8 Гб,DDR4,2666,1 Тб,128 Гб,NVIDIA,GeForce GTX1050Ti,4 Гб,1 Мп (HD),383.5 x 25.4 x 261.6,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_15-bw091ur-2cj99ea.html,Ноутбук HP 15-bw091ur (2CJ99EA),https://i1.foxtrot.com.ua/product/thumb/6405488.jpg,14599,13999,15.6,1366 х 768,AMD A10,9620P,4,2.5,8 Гб,DDR4,1866,1 Тб,,AMD,Radeon 530,2 Гб,0.3 Мп (VGA),380 x 253.8 x 23.8,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_fx504gd-dm318t.html,Ноутбук ASUS FX504GD-DM318T,https://i1.foxtrot.com.ua/product/thumb/6382776.jpg,32999,31999,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8750H,6,2.2,12 Гб,DDR4,2666,1 Тб,8 Гб,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),384 x 262 x 25,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_330-15ikb-chocolate-81dc0092ra.html,Ноутбук LENOVO 330-15IKB (81DC0092RA) Chocolate,https://i1.foxtrot.com.ua/product/thumb/6408970.jpg,,11599,15.6,1920 x 1080,Intel® Pentium™,4415U,2,2.3,6 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce MX110,2 Гб,0.3 Мп (VGA),378 х 260 х 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f542uq-dm060.html,Ноутбук ASUS F542UQ-DM060,https://i1.foxtrot.com.ua/product/thumb/6351180.jpg,18999,17999,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce 940MX,2 Гб,0.3 Мп (VGA),380 x 251 x 23.2,2.15 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_laptop-15-bs516ur-2gf21ea.html,Ноутбук HP Laptop 15-bs516ur (2GF21EA),https://i1.foxtrot.com.ua/product/thumb/6391866.jpg,,16499,15.6,1366 х 768,Intel® Core™ i3 (6 поколение),6006U,2,2.0,8 Гб,DDR4,2133,1 Тб,,AMD,Radeon 520,2 Гб,1 Мп (HD),380 x 253.8 x 23.8,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15isk-platinum-grey-80xh023bra.html,Ноутбук LENOVO IP 320-15ISK PLATINUM GREY (80XH023BRA),https://i1.foxtrot.com.ua/product/thumb/6401200.jpg,,14999,15.6,1366 х 768,Intel® Core™ i3 (6 поколение),6006U,2,2.0,6 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce 920MX,2 Гб,0.3 Мп (VGA),"378 x 260 x 22,9",2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f507ub-ej238.html,Ноутбук ASUS VivoBook F507UB-EJ238 (90NB0HN1-M03290),https://i1.foxtrot.com.ua/product/thumb/6384151.jpg,,17999,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,DDR4,2400,1 Тб,,NVIDIA,GeForce MX110,2 Гб,0.3 Мп (VGA),365 x 266 x 21.9,1.68 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-330-15ikb-platinum-grey-81dc007jra.html,Ноутбук LENOVO IP 330-15IKB PLATINUM GREY (81DC007JRA),https://i1.foxtrot.com.ua/product/thumb/6401201.jpg,,17599,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,6 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce MX130,2 Гб,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_pavilion-14-ce0053ur-4rn12ea.html,Ноутбук HP Pavilion 14-ce0053ur (4RN12EA) Pink,https://i1.foxtrot.com.ua/product/thumb/6416677.jpg,,17599,14,1920 x 1080,Intel® Core™ i3 (8 поколение),8130U,2,2.2,8 Гб,DDR4,2400,,128 Гб,,Intel UHD Graphics 620,,1 Мп (HD),326.8 х 225.5 х 17.9,1.59 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-120s-14iap-81a50089ra.html,Ноутбук LENOVO IdeaPad 120S-14IAP 81A50089RA,https://i1.foxtrot.com.ua/product/thumb/6373736.jpg,,7299,14,1366 х 768,Intel® Celeron™,N3350,2,1.1,2 Гб,,,,,,Intel HD Graphics 500,,0.3 Мп (VGA),334  x 235  x 18.6,1.44 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-330s-14ikb-81f400rqra.html,Ноутбук LENOVO Ideapad 330S-14IKB (81F400RQRA),https://i1.foxtrot.com.ua/product/thumb/6421977.jpg,,19599,14,1920 x 1080,Intel® Core™ i3 (8 поколение),8130U,2,2.2,8 Гб,DDR4,2400,,256 Гб,,Intel UHD Graphics 620,,1 Мп (HD),323.1 х 234.8 х 18.95,1.67 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f411un-eb272.html,Ноутбук ASUS F411UN-EB272 (90NB0GT3-M04070),https://i1.foxtrot.com.ua/product/thumb/6384144.jpg,,17599,14,1920 x 1080,Intel® Core™ i3 (7 поколение),7100U,2,2.4,8 Гб,,,1 Тб,,NVIDIA,GeForce MX150,2 Гб,0.3 Мп (VGA),326.4 x 225.5 x 20.4,1.35 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-120s-11iap-81a400cnra.html,Ноутбук LENOVO IP 120S-11IAP (81A400CNRA),https://i1.foxtrot.com.ua/product/thumb/6365333.jpg,,6699,11.6,1366 х 768,Intel® Celeron™,N3350,2,1.1,2 Гб,DDR4,2400,,,,Intel HD Graphics,,0.3 Мп (VGA),288 x 200.9 x 17.7,1.15 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_aspire-5-a517-51g-31yj-nx-gvpeu-041.html,Ноутбук ACER Aspire 5 A517-51G-31YJ (NX.GVPEU.041) Obsidian Black,https://i1.foxtrot.com.ua/product/thumb/6393229.jpg,16199,15699,17.3,1600 х 900,Intel® Core™ i3 (6 поколение),6006U,2,2.0,6 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce MX130,2 Гб,1 Мп (HD),423.32 x 289.91 x 28.25,3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15iap-80xr005wra.html,Ноутбук LENOVO IP 320-15IAP (80XR005WRA),https://i1.foxtrot.com.ua/product/thumb/6378400.jpg,8399,7555,15.6,1366 х 768,Intel® Pentium™,N4200,4,1.1,4 Гб,DDR3L,1600,500 Гб,,,Intel HD Graphics 505,,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f540na-gq060t.html,Ноутбук ASUS F540NA-GQ060T,https://i1.foxtrot.com.ua/product/thumb/6371083.jpg,8555,7999,15.6,1366 х 768,Intel® Celeron™,N3350,2,1.1,4 Гб,,,500 Гб,,,Intel HD Graphics 500,,0.3 Мп (VGA),381 x 251 x 27.2,2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f507ub-ej237t.html,Ноутбук ASUS VivoBook F507UB-EJ237T (90NB0HN1-M03280),https://i1.foxtrot.com.ua/product/thumb/6384150.jpg,15599,14999,15.6,1920 x 1080,Intel® Core™ i3 (6 поколение),6006U,2,2.0,4 Гб,DDR4,2400,1 Тб,,NVIDIA,GeForce MX110,2 Гб,0.3 Мп (VGA),365 x 266 x 21.9,1.68 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15ast-80xv00rdra.html,Ноутбук LENOVO IP 320-15AST (80XV00RDRA),https://i1.foxtrot.com.ua/product/thumb/6365330.jpg,,8999,15.6,1366 х 768,AMD A6,9220,2,2.5,4 Гб,DDR4,2133,500 Гб,,,Radeon R4,,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15ikb-80xl03mkra.html,Ноутбук LENOVO IP 320-15IKB (80XL03MKRA),https://i1.foxtrot.com.ua/product/thumb/6367778.jpg,,16599,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,6 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce 940MX,2 Гб,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15ikbn-80xl03xcra.html,Ноутбук LENOVO IdeaPad 320-15IKBN (80XL03XCRA),https://i1.foxtrot.com.ua/product/thumb/6379731.jpg,9799,9299,15.6,1366 х 768,Intel® Pentium™,4415U,2,2.3,4 Гб,DDR4,2133,500 Гб,,NVIDIA,GeForce 920MX,2 Гб,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f540nv-dm023.html,Ноутбук ASUS F540NV-DM023,https://i1.foxtrot.com.ua/product/thumb/6382598.jpg,,10499,15.6,1920 x 1080,Intel® Pentium™,N4200,4,1.1,4 Гб,,,1 Тб,,NVIDIA,GeForce 920MX,2 Гб,0.3 Мп (VGA),381 x 251 x 27.2,2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15iap-80xr01a0ra.html,Ноутбук LENOVO IP 320-15IAP (80XR01A0RA),https://i1.foxtrot.com.ua/product/thumb/6378952.jpg,8555,7999,15.6,1366 х 768,Intel® Celeron™,N3350,2,1.1,4 Гб,DDR3L,1600,500 Гб,,,Intel HD Graphics 500,,0.3 Мп (VGA),378 х 260 х 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_laptop-15-bs570ur-2mf24ea.html,Ноутбук HP 15-bs570ur (2MF24EA),https://i1.foxtrot.com.ua/product/thumb/6372862.jpg,,11999,15.6,1366 х 768,Intel® Pentium™,N3710,4,1.6,4 Гб,DDR4,2133,500 Гб,,AMD,Radeon 520,2 Гб,0.3 Мп (VGA),380 x 253.8 x 23.8,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_legion-y520-15ikbn-80wk01hgra.html,Ноутбук LENOVO Legion Y520-15IKBN (80WK01HGRA),https://i1.foxtrot.com.ua/product/thumb/6408340.jpg,,23422,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7300HQ,4,2.5,6 Гб,DDR4,2400,1 Тб,,NVIDIA,GeForce GTX1050,2 Гб,1 Мп (HD),380 x 265 x 25.8,2.4 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15ikb-81bg00ldra.html,Ноутбук LENOVO IP 320-15IKB (81BG00LDRA),https://i1.foxtrot.com.ua/product/thumb/6376826.jpg,,18999,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2133,,256 Гб,NVIDIA,GeForce MX150,2 Гб,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_swift-3-sf314-52-59vr-nx-gnueu-017.html,Ультрабук ACER Swift 3 SF314-52-59VR (NX.GNUEU.017),https://i1.foxtrot.com.ua/product/thumb/6365993.jpg,,20999,14,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,DDR4,,,256 Гб,,Intel HD Graphics 620,,1 Мп (HD),338 х 18 х 234,1.8 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15iap-80xr0066ra.html,Ноутбук LENOVO IdeaPad 320-15IAP (80XR0066RA),https://i1.foxtrot.com.ua/product/thumb/6345966.jpg,,6999,15.6,1366 х 768,Intel® Celeron™,N3350,2,1.1,4 Гб,DDR3L,1600,500 Гб,,,Intel HD Graphics 500,,0.3 Мп (VGA),,
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_laptop-15-ra022ur-3fy43ea.html,Ноутбук HP Laptop 15-ra022ur (3FY43EA),https://i1.foxtrot.com.ua/product/thumb/6397384.jpg,,7999,15.6,1366 х 768,Intel® Pentium™,N3710,4,1.6,4 Гб,DDR3L,1600,500 Гб,,,Intel HD Graphics 405,,1 Мп (HD),38 x 25.38 x 2.38,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_miix-320-80xf0076ra.html,Ультрабук LENOVO Miix 320 (80XF0076RA),https://i1.foxtrot.com.ua/product/thumb/6346722.jpg,,9299,10.1,1920 x 1080,Intel® Atom™,x5-Z8350,4,1.44,4 Гб,DDR3L,,,,,Intel HD Graphics,,5 Мп/2 Мп,249 х 178 х 9,1.02 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_aspire-5-a517-51g-33w6-nx-gsteu-002.html,Ноутбук ACER Aspire 5 A517-51G-33W6 (NX.GSTEU.002),https://i1.foxtrot.com.ua/product/thumb/6366117.jpg,,14935,17.3,1600 х 900,Intel® Core™ i3 (6 поколение),6006U,2,2.0,4 Гб,DDR4,,1 Тб,,NVIDIA,GeForce 940MX,2 Гб,1 Мп (HD),28.3 х 423.3 х 289.9,3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_es1-533-p54f-nx-gfteu-043.html,Ноутбук ACER ES1-533-P54F (NX.GFTEU.043),https://i1.foxtrot.com.ua/product/thumb/6315323.jpg,,8999,15.6,1366 х 768,Intel® Pentium™,N4200,4,1.1,4 Гб,DDR3L,1600,500 Гб,,,Intel HD Graphics 505,,0.3 Мп (VGA),381.8 x 258 x 24.6,2.4 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_e203na-fd144t.html,Ноутбук ASUS E203NA-FD144T,https://i1.foxtrot.com.ua/product/thumb/6384049.jpg,,10074,11.6,1366 х 768,,N4200,4,1.1,4 Гб,DDR3L,,,,,Intel HD Graphics,,0.3 Мп (VGA),16.9 x 286 x 193.3,0.98 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f541nc-go054t.html,Ноутбук ASUS F541NC-GO054T (90NB0E93-M00700),https://i1.foxtrot.com.ua/product/thumb/6339361.jpg,,11999,15.6,1366 х 768,Intel® Pentium™,N4200,4,1.1,4 Гб,,,1 Тб,,NVIDIA,GeForce GT810M,2 Гб,0.3 Мп (VGA),381.4 x 251.5 x 27.6,2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_15-da0234ur-4pp59ea.html,Ноутбук HP 15-da0234ur (4PP59EA),https://i1.foxtrot.com.ua/product/thumb/6424360.jpg,,12999,15.6,1920 x 1080,,N5000,4,1.1,4 Гб,DDR4,2400,500 Гб,,NVIDIA,GeForce MX110,2 Гб,1 Мп (HD),376 x 246 x 225,2.04 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-110-15ibr-80t70039ra.html,Ноутбук LENOVO IdeaPad 110-15IBR (80T70039RA),https://i1.foxtrot.com.ua/product/thumb/6278441.jpg,7199,6599,15.6,1366 х 768,Intel® Celeron™,N3060,2,1.6,2 Гб,DDR3L,1600,500 Гб,,,Intel HD Graphics 400,,0.3 Мп (VGA),378 x 265 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_laptop-15-bs536ur-2ke84ea.html,Ноутбук HP Laptop 15-bs536ur,https://i1.foxtrot.com.ua/product/thumb/6355325.jpg,,19999,15.6,1920 x 1080,Intel® Core™ i7 (7 поколение),7500U,2,2.7,8 Гб,DDR4,2133,,128 Гб,AMD,Radeon 530,2 Гб,1 Мп (HD),380 x 253.8 x 23.8,1.91 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15isk-80xh00m7ra.html,Ноутбук LENOVO IdeaPad 320-15ISK (80XH00M7RA),https://i1.foxtrot.com.ua/product/thumb/6345971.jpg,,11543,15.6,1920 x 1080,Intel® Core™ i3 (6 поколение),6006U,2,2.0,4 Гб,DDR4,2133,500 Гб,,,Intel HD Graphics 520,,0.3 Мп (VGA),,
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f751nv-ty018t.html,Ноутбук ASUS F751NV-TY018T,https://i1.foxtrot.com.ua/product/thumb/6351182.jpg,14499,13999,17.3,1600 х 900,Intel® Pentium™,N4200,4,1.1,,DDR3L,1600,1 Тб,,NVIDIA,GeForce 920MX,2 Гб,0.3 Мп (VGA),415 x 272 x 35,2.8 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_15-bw545ur-2hp83ea.html,Ноутбук HP 15-bw545ur (2HP83EA),https://i1.foxtrot.com.ua/product/thumb/6362101.jpg,10999,10599,15.6,1366 х 768,AMD A9,9420,2,,4 Гб,DDR4,,1 Тб,,AMD,Radeon 520M,2 Гб,,380 x 253.8 x 23.8,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_laptop-17-bs041ur-2kf10ea.html,Ноутбук HP 17-bs041ur (2KF10EA),https://i1.foxtrot.com.ua/product/thumb/6366279.jpg,20899,19999,17.3,1600 х 900,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,DDR4,2133,1 Тб,,AMD,Radeon 520,2 Гб,0.3 Мп (VGA),415 x 278 x 24.6,2.6 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_fx504gd-dm017.html,Ноутбук ASUS FX504GD-DM017,https://i1.foxtrot.com.ua/product/thumb/6382775.jpg,,24999,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8300H,4,2.3,8 Гб,DDR4,2666,1 Тб,8 Гб,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),384 x 262 x 25,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15isk-80xh00m8ra.html,Ноутбук LENOVO IdeaPad 320-15ISK (80XH00M8RA),https://i1.foxtrot.com.ua/product/thumb/6345970.jpg,,13999,15.6,1920 x 1080,Intel® Core™ i3 (6 поколение),6006U,2,2.0,8 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce 920MX,2 Гб,0.3 Мп (VGA),,
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_swift-3-sf314-52-54wx-nx-gqgeu-006.html,Ноутбук ACER Swift 3 SF314-52-54WX (NX.GQGEU.006),https://i1.foxtrot.com.ua/product/thumb/6365530.jpg,,22999,14,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,,,,256 Гб,,Intel UHD Graphics 620,,1 Мп (HD),338 x 234 x 17.95,1.8 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_omen-by-hp-laptop-15-ce019ur-2fn24ea.html,Ноутбук HP OMEN 15-ce019ur (2FN24EA),https://i1.foxtrot.com.ua/product/thumb/6378805.jpg,,33000,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7300HQ,4,2.5,8 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),388.5 x 275.5 x 24.8,2.62 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_es1-732-c33d-nx-gh4eu-006.html,Ноутбук ACER ES1-732-C33D (NX.GH4EU.006),https://i1.foxtrot.com.ua/product/thumb/6342958.jpg,9299,8899,17.3,1600 х 900,Intel® Celeron™,N3350,2,1.1,4 Гб,DDR3L,,500 Гб,,,Intel HD Graphics 500,,0.3 Мп (VGA),423 x 290 x 28,3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-120s-11iap-81a400cpra.html,Ноутбук LENOVO IP 120S-11IAP (81A400CPRA),https://i1.foxtrot.com.ua/product/thumb/6365331.jpg,,8299,11.6,1366 х 768,Intel® Pentium™,N4200,4,1.1,4 Гб,DDR4,2400,500 Гб,,,Intel HD Graphics,,0.3 Мп (VGA),288 x 200.9 x 20.9,1.27 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-17ikb-80xm0095ra.html,Ноутбук LENOVO IdeaPad 320-17IKB (80XM0095RA),https://i1.foxtrot.com.ua/product/thumb/6345972.jpg,,10999,17.3,1366 х 768,Intel® Pentium™,4415U,2,2.3,4 Гб,DDR4,2133,500 Гб,,,Intel HD Graphics 610,,0.3 Мп (VGA),,
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_laptop-15-bs529ur-2hp72ea.html,Ноутбук HP 15-bs529ur (2HP72EA) Silver,https://i1.foxtrot.com.ua/product/thumb/6355308.jpg,,13999,15.6,1366 х 768,Intel® Core™ i3 (6 поколение),6006U,2,2.0,4 Гб,DDR4,2133,500 Гб,,AMD,Radeon 520M,2 Гб,0.3 Мп (VGA),380 x 253.8 x 23.8,
