,Title,Image,Old price,New price,Diagonal of display,Shape of display,Processor series,CPU,Cores,CPU base frequency,RAM,RAM type,RAM frequency,HDD,SSD,Video card,Model of video card,Video card capacity,Web-camera,Shape,Weight
https://www.foxtrot.com.ua/ru/shop/noutbuki_msi_migp72m_7rex-1454xua.html,Ноутбук MSI GP72M Leopard Pro (GP72M7REX-1454XUA),https://i1.foxtrot.com.ua/product/thumb/6405681.jpg,,38705,17.3,1920 x 1080,Intel® Core™ i5 (7 поколение),7300HQ,4,2.5,16 Гб,DDR4,2400,1 Тб,,NVIDIA,GeForce GTX1050Ti,4 Гб,1 Мп (HD),419 x 294 x 34,2.7 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_gl503vm-fy038t.html,Ноутбук ASUS GL503VM-FY038T,https://i1.foxtrot.com.ua/product/thumb/6399354.jpg,,59384,15.6,1920 x 1080,Intel® Core™ i7 (7 поколение),7700HQ,4,2.8,32 Гб,DDR4,2400,1 Тб,256 Гб,NVIDIA,GeForce GTX1060,6 Гб,1 Мп (HD),384 x 262 x 23,2.6 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_gl703vd-gc033t.html,Ноутбук ASUS GL703VD-GC033T,https://i1.foxtrot.com.ua/product/thumb/6399358.jpg,,40299,17.3,1920 x 1080,Intel® Core™ i5 (7 поколение),7300HQ,4,2.5,16 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),24 x 415 x 280,2.7 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x542uf-dm019.html,Ноутбук ASUS X542UF-DM019,https://i1.foxtrot.com.ua/product/thumb/6399387.jpg,,22667,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,8 Гб,DDR4,2400,1 Тб,,NVIDIA,GeForce MX130,2 Гб,0.3 Мп (VGA),380 x 251 x 23.2,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x705na-gc030.html,Ноутбук ASUS X705NA-GC030,https://i1.foxtrot.com.ua/product/thumb/6399396.jpg,,12268,17.3,1920 x 1080,Intel® Pentium™,N4200,4,1.1,4 Гб,DDR3L,1600,1 Тб,,,Intel HD Graphics 505,,0.3 Мп (VGA),22.6 х 411 х 270,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dm_dream-machines-clevo-g1050ti-15-g1050ti-15ua19.html,Ноутбук Dream Machines Clevo G1050Ti-15 (G1050Ti-15UA19),https://i1.foxtrot.com.ua/product/thumb/6399403.jpg,,29499,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7300HQ,4,2.5,16 Гб,DDR4,2133,,500 Гб,NVIDIA,GeForce GTX1050Ti,4 Гб,1 Мп (HD),378 x 267 x 26.9,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_fujitsu_lifebook-a557-a5570m0007ua.html,Ноутбук FUJITSU LIFEBOOK A557 (A5570M0007UA),https://i1.foxtrot.com.ua/product/thumb/6399417.jpg,,21315,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7500U,2,2.5,4 Гб,DDR4,2133,1 Тб,,,Intel HD Graphics 620,,2 Мп,30.9 х 378 х 256,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-520-81bf00jnra.html,Ноутбук LENOVO IdeaPad 520 (81BF00JNRA),https://i1.foxtrot.com.ua/product/thumb/6400712.jpg,,25583,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,8 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce MX150,4 Гб,1 Мп (HD),378 x 260 x 22,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_yoga-920-80y8003yra.html,Ноутбук LENOVO Yoga 920 (80Y8003YRA),https://i1.foxtrot.com.ua/product/thumb/6400722.jpg,,63446,13.9,3840 x 2160,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2400,,512 Гб,,Intel UHD Graphics 620,,1 Мп (HD),323 х 223.5 х 13.95,1.37 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_elitebook-840-g4-1en88ea.html,Ноутбук HP EliteBook 840 G4 (1EN88EA),https://i1.foxtrot.com.ua/product/thumb/6400556.jpg,,44888,14,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,DDR4,2133,,1 Тб,,Intel HD Graphics 620,,1 Мп (HD),"338 x 237 x 18,9",1.48 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_elitebook-850-g4-z2w93ea.html,Ноутбук HP EliteBook 850 G4 (Z2W93EA),https://i1.foxtrot.com.ua/product/thumb/6400561.jpg,,43263,15.6,1920 x 1080,Intel® Core™ i7 (7 поколение),7500U,2,2.7,8 Гб,DDR4,2133,,256 Гб,,Intel HD Graphics 620,,1 Мп (HD),20.8 х 383.6 х 257.7,1.84 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_thinkpad-t470p-20j60043rt.html,Ультрабук LENOVO ThinkPad T470p (20J60043RT),https://i1.foxtrot.com.ua/product/thumb/6400631.jpg,,32604,14,1920 x 1080,Intel® Core™ i5 (7 поколение),7300U,2,2.6,8 Гб,DDR4,2400,,256 Гб,NVIDIA,GeForce 940MX,2 Гб,1 Мп (HD),24 х 339 х 235,1.96 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_v110-80td000cua.html,Ноутбук LENOVO V110 (80TD000CUA),https://i1.foxtrot.com.ua/product/thumb/6400649.jpg,,12113,15.6,1366 х 768,AMD A9,9410,2,2.9,8 Гб,DDR4,2133,1 Тб,,,Radeon R5,,0.3 Мп (VGA),22.9 x 380 x 262,1.9 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_v330-81ax00fmra.html,Ноутбук LENOVO V330 (81AX00FMRA),https://i1.foxtrot.com.ua/product/thumb/6400665.jpg,,13106,15.6,1920 x 1080,Intel® Core™ i3 (7 поколение),7130U,2,2.7,4 Гб,DDR4,2133,1 Тб,,,Intel HD Graphics 630,,0.3 Мп (VGA),22.3 х 375 х 253,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-320-80xl03grra.html,Ноутбук LENOVO IdeaPad 320-15 (80XL03GRRA),https://i1.foxtrot.com.ua/product/thumb/6400686.jpg,,23339,15.6,1920 x 1080,Intel® Core™ i7 (7 поколение),7500U,2,2.7,8 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce 940MX,2 Гб,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-430-g5-2sx86ea.html,Ноутбук HP Probook 430 G5 (2SX86EA),https://i1.foxtrot.com.ua/product/thumb/6400576.jpg,,32262,13.3,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,8 Гб,DDR4,2400,,256 Гб,,Intel UHD Graphics 620,,1 Мп (HD),32.6 x 23.4 x 2.14,1.49 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-440-g5-3dp30es.html,Ноутбук HP Probook 440 G5 (3DP30ES) Silver,https://i1.foxtrot.com.ua/product/thumb/6400582.jpg,,32262,14,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,8 Гб,DDR4,2400,1 Тб,256 Гб,,Intel UHD Graphics 620,,1 Мп (HD),336 x 238 x 20,1.63 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-450-g5-3gj29es.html,Ноутбук HP Probook 450 G5 (3GJ29ES),https://i1.foxtrot.com.ua/product/thumb/6400586.jpg,,22914,15.6,1920 x 1080,Intel® Core™ i3 (7 поколение),7100U,2,2.4,4 Гб,DDR4,2400,500 Гб,,,Intel HD Graphics 620,,1 Мп (HD),20.8 x 376 x 264.1,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-450-g5-3dp31es.html,Ноутбук HP Probook 450 G5 (3DP31ES),https://i1.foxtrot.com.ua/product/thumb/6400592.jpg,,28795,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2400,,256 Гб,,Intel HD Graphics 620,,1 Мп (HD),20.8 x 376 x 264.1,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_pavilion-15-cc112ur-3dl78ea.html,Ноутбук HP Pavilion 15-cc112ur (3DL78EA),https://i1.foxtrot.com.ua/product/thumb/6400612.jpg,,25575,15.6,1366 х 768,Intel® Core™ i5 (8 поколение),8250U,4,1.6,6 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce 940MX,4 Гб,1 Мп (HD),378 x 252.1 x 22.5,2.12 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-520-81bf00edra.html,Ноутбук LENOVO IdeaPad 520 (81BF00EDRA),https://i1.foxtrot.com.ua/product/thumb/6400708.jpg,,22572,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2133,2 Тб,,NVIDIA,GeForce MX150,4 Гб,1 Мп (HD),378 x 260 x 22,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-520-15-81bf00jxra.html,Ноутбук LENOVO IdeaPad 520-15 (81BF00JXRA),https://i1.foxtrot.com.ua/product/thumb/6391452.jpg,,34175,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2133,,512 Гб,NVIDIA,GeForce MX150,4 Гб,1 Мп (HD),378 x 260 x 22,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-yoga-520-14-81c800dkra.html,Ноутбук LENOVO YOGA 520-14 (81C800DKRA),https://i1.foxtrot.com.ua/product/thumb/6391459.jpg,,35768,14,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2400,,256 Гб,NVIDIA,GeForce 940MX,2 Гб,1 Мп (HD),330 x 235 x 19.9,1.74 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-yoga-520-14-81c800f8ra.html,Ноутбук LENOVO YOGA 520-14 (81C800F8RA),https://i1.foxtrot.com.ua/product/thumb/6391465.jpg,,40312,14,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2400,,512 Гб,,Intel UHD Graphics 620,,1 Мп (HD),330 x 235 x 19.9,1.74 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-yoga-520-14-81c800fcra.html,Ноутбук LENOVO IdeaPad YOGA 520-14 81C800FCRA,https://i1.foxtrot.com.ua/product/thumb/6391468.jpg,,32144,14,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2400,,256 Гб,,GeForce 940MX,2 Гб,1 Мп (HD),330 х 235 х 19.9,1.74 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_thinkpad-edge-e480-20kn004trt.html,Ноутбук LENOVO ThinkPad Edge E480 20KN004TRT,https://i1.foxtrot.com.ua/product/thumb/6391474.jpg,,30447,14,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,8 Гб,DDR4,2400,,256 Гб,AMD,Radeon RX550,2 Гб,1 Мп (HD),329 x 242 x 19.9,1.75 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_tp412ua-ec047t.html,Ноутбук ASUS TP412UA-EC047T,https://i1.foxtrot.com.ua/product/thumb/6419895.jpg,,28399,14,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,,,256 Гб,,Intel UHD Graphics 620,,0.3 Мп (VGA),327 x 224.75 x 17.6,1.5 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-yoga-530-14-81ek00kqra.html,Ноутбук Lenovo Yoga 530-14IKB (81EK00KQRA) Onyx Black,https://i1.foxtrot.com.ua/product/thumb/6419901.jpg,,21098,14,1920 x 1080,Intel® Core™ i3 (7 поколение),7130U,2,2.7,4 Гб,DDR4,2400,,128 Гб,,Intel HD Graphics 520,,1 Мп (HD),328 x 229 x 17.6,1.67 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_t103haf-gr052t.html,Ноутбук ASUS T103HAF-GR052T,https://i1.foxtrot.com.ua/product/thumb/6419905.jpg,,13999,10.1,1280 x 800,Intel® Atom™,x5-Z8350,4,1.44,4 Гб,LPDDR3,1600,,128 Гб,,Intel HD Graphics 400,,2 Мп,262 x 173 x 15.7,0.87 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_250-g6-2sx52ea.html,Ноутбук HP 250 G6 (2SX52EA) Dark Ash,https://i1.foxtrot.com.ua/product/thumb/6419918.jpg,,10455,15.6,1366 х 768,Intel® Celeron™,N3350,2,1.1,4 Гб,DDR4,2133,500 Гб,,,Intel HD Graphics 500,,0.3 Мп (VGA),380 x 253.8 x 23.8,1.86 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_250-g6-3vj82es.html,Ноутбук HP 250 G6 (3VJ82ES) Dark Ash,https://i1.foxtrot.com.ua/product/thumb/6419919.jpg,,12525,15.6,1366 х 768,Intel® Celeron™,N3350,2,1.1,4 Гб,DDR4,2133,500 Гб,,,Intel HD Graphics 500,,0.3 Мп (VGA),380 x 253.8 x 23.8,1.86 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_250-g6-4bd57es.html,Ноутбук HP 250 G6 (4BD57ES) Asteroid Silver,https://i1.foxtrot.com.ua/product/thumb/6419920.jpg,,14450,15.6,1366 х 768,Intel® Core™ i3 (6 поколение),6006U,2,2.0,4 Гб,DDR4,2133,1 Тб,,,Intel HD Graphics 520,,0.3 Мп (VGA),380 x 253.8 x 23.8,1.86 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_255-g6-2hg89es.html,Ноутбук HP 255 G6 (2HG89ES) Dark Ash,https://i1.foxtrot.com.ua/product/thumb/6419925.jpg,,14406,15.6,1920 x 1080,AMD A6,9220,2,2.5,4 Гб,DDR4,1866,500 Гб,,,Radeon R4,,0.3 Мп (VGA),380 x 253.8 x 23.8,1.86 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_255-g6-3vj29ea.html,Ноутбук HP 255 G6 (3VJ29EA) Dark Ash,https://i1.foxtrot.com.ua/product/thumb/6419927.jpg,,15643,15.6,1920 x 1080,AMD A6,9225,2,2.6,8 Гб,DDR4,1866,1 Тб,,,Radeon R4,,0.3 Мп (VGA),380 x 253.8 x 23.8,1.86 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_255-g6-3ql85es.html,Ноутбук HP 255 G6 (3QL85ES) Dark Ash,https://i1.foxtrot.com.ua/product/thumb/6419929.jpg,,13262,15.6,1366 х 768,AMD A6,9220,2,2.5,8 Гб,DDR4,1866,1 Тб,,,Radeon R4,,0.3 Мп (VGA),380 x 253.8 x 23.8,1.86 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-430-g5-4cj01av_v22.html,Ноутбук HP ProBook 430 G5 (4CJ01AV_V22),https://i1.foxtrot.com.ua/product/thumb/6419931.jpg,,18999,13.3,1920 x 1080,Intel® Pentium™,4415U,2,2.3,8 Гб,DDR4,2400,,256 Гб,,Intel HD Graphics 610,,1 Мп (HD),326 x 234 x 19.8,1.49 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-430-g5-3rl39av_v21.html,Ноутбук HP ProBook 430 G5 (3RL39AV_V21),https://i1.foxtrot.com.ua/product/thumb/6419932.jpg,,21578,13.3,1920 x 1080,Intel® Core™ i3 (8 поколение),8130U,2,2.2,8 Гб,DDR4,2400,,256 Гб,,Intel UHD Graphics 620,,1 Мп (HD),326 x 234 x 19.8,1.49 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-430-g5-1lr34av_v27.html,Ноутбук HP ProBook 430 G5 (1LR34AV_V27),https://i1.foxtrot.com.ua/product/thumb/6419933.jpg,,22399,13.3,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2400,1 Тб,,,Intel UHD Graphics 620,,1 Мп (HD),326 x 234 x 19.8,1.49 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-440-g5-1mj76av_v27.html,Ноутбук HP ProBook 440 G5 (1MJ76AV_V27),https://i1.foxtrot.com.ua/product/thumb/6419939.jpg,,28158,14,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,16 Гб,DDR4,2400,,512 Гб,,Intel UHD Graphics 620,,1 Мп (HD),336 x 238 x 20,1.63 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-440-g5-1mj81av_v25.html,Ноутбук HP ProBook 440 G5 (1MJ81AV_V25),https://i1.foxtrot.com.ua/product/thumb/6419945.jpg,,27855,14,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,16 Гб,DDR4,2400,,256 Гб,NVIDIA,GeForce 930MX,2 Гб,1 Мп (HD),336 x 238 x 20,1.63 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-430-g5-4qw09es.html,Ноутбук HP ProBook 430 G5 4QW09ES,https://i1.foxtrot.com.ua/product/thumb/6419865.jpg,,20199,13.3,1920 x 1080,Intel® Core™ i3 (8 поколение),8130U,2,2.2,8 Гб,DDR4,2400,1 Тб,,,Intel UHD Graphics 620,,1 Мп (HD),32.6 x 23.4 x 1.98,1.49 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-330-15-81dc009gra.html,Ноутбук LENOVO IdeaPad 330-15 (81DC009GRA),https://i1.foxtrot.com.ua/product/thumb/6419875.jpg,,12112,15.6,1920 x 1080,Intel® Pentium™,4415U,2,2.3,4 Гб,DDR4,2133,,256 Гб,NVIDIA,GeForce MX110,2 Гб,0.3 Мп (VGA),378 х 260 х 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-450-g5-4qw20es.html,Ноутбук HP ProBook 450 G5 (4QW20ES),https://i1.foxtrot.com.ua/product/thumb/6419880.jpg,,26799,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,8 Гб,DDR4,2400,,256 Гб,,Intel UHD Graphics 620,,1 Мп (HD),37.6 x 26.41 x 2.08,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_t101ha-gr032t.html,Ноутбук ASUS T101HA-GR032T,https://i1.foxtrot.com.ua/product/thumb/6419883.jpg,,11699,10.1,1280 x 800,Intel® Atom™,x5-Z8350,4,1.44,4 Гб,DDR3L,1066,,,,Intel HD Graphics 400,,2 Мп,261 x 175 x 20,1.08 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-430-g5-4qw08es.html,Ноутбук HP ProBook 430 G5 4QW08ES,https://i1.foxtrot.com.ua/product/thumb/6419893.jpg,,20143,13.3,1920 x 1080,Intel® Core™ i3 (8 поколение),8130U,2,2.2,8 Гб,DDR4,2400,,128 Гб,,Intel UHD Graphics 620,,1 Мп (HD),326 x 230 x 19.8,1.49 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-450-g5-3re58av_v23.html,Ноутбук HP ProBook 450 G5 (3RE58AV_V23),https://i1.foxtrot.com.ua/product/thumb/6419951.jpg,,23459,15.6,1920 x 1080,Intel® Core™ i3 (8 поколение),8130U,2,2.2,16 Гб,DDR4,2400,,256 Гб,,Intel UHD Graphics 620,,1 Мп (HD),376 x 264.1 x 20.8,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-450-g5-3re58av_v22.html,Ноутбук HP ProBook 450 G5 (3RE58AV_V22),https://i1.foxtrot.com.ua/product/thumb/6419953.jpg,,25142,15.6,1920 x 1080,Intel® Core™ i3 (8 поколение),8130U,2,2.2,8 Гб,DDR4,2400,,256 Гб,,Intel UHD Graphics 620,,1 Мп (HD),376 x 264.1 x 20.8,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-450-g5-1lu52av_v23.html,Ноутбук HP ProBook 450 G5 (1LU52AV_V23),https://i1.foxtrot.com.ua/product/thumb/6419957.jpg,,30313,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2400,,256 Гб,NVIDIA,GeForce 930MX,2 Гб,1 Мп (HD),376 x 264.1 x 20.8,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-450-g5-1lu52av_v22.html,Ноутбук HP ProBook 450 G5 (1LU52AV_V22),https://i1.foxtrot.com.ua/product/thumb/6419963.jpg,,36755,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2400,1 Тб,512 Гб,NVIDIA,GeForce 930MX,2 Гб,1 Мп (HD),376 x 264.1 x 20.8,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-450-g5-1lu58av_v24.html,Ноутбук HP ProBook 450 G5 (1LU58AV_V24),https://i1.foxtrot.com.ua/product/thumb/6419965.jpg,,25199,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,8 Гб,DDR4,2400,1 Тб,,,Intel UHD Graphics 620,,1 Мп (HD),376 x 20.8 x 264.1,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-470-g5-1lr92av_v23.html,Ноутбук HP ProBook 470 G5 (1LR92AV_V23) Silver,https://i1.foxtrot.com.ua/product/thumb/6419972.jpg,,34355,17.3,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce 930MX,2 Гб,1 Мп (HD),413.8 x 276 x 22.5,2.5 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_xps-13-9360-93i78s2ihd-wsl.html,Ноутбук DELL XPS 13 9360 (93i78S2IHD-WSL),https://i1.foxtrot.com.ua/product/thumb/6420127.jpg,,46666,13.3,3840 x 2160,Intel® Core™ i7 (7 поколение),7500U,2,2.7,8 Гб,DDR4,2133,,256 Гб,,Intel HD Graphics 620,,1 Мп (HD),304 х 200 х 15,1.18 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-450-g5-i3-7100u-sriblyastiy-1lu55av_v4.html,Ноутбук HP ProBook 450 G5 (1LU55AV_V4),https://i1.foxtrot.com.ua/product/thumb/6411908.jpg,,18306,15.6,1920 x 1080,Intel® Core™ i3 (7 поколение),7100U,2,2.4,4 Гб,DDR4,2400,1 Тб,,,Intel HD Graphics 620,,1 Мп (HD),376 x 264.1 x 20.8,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-450-g5-i3-7100u-1lu55av_v5.html,Ноутбук HP ProBook 450 G5 (1LU55AV_V5),https://i1.foxtrot.com.ua/product/thumb/6411910.jpg,,18762,15.6,1920 x 1080,Intel® Core™ i3 (7 поколение),7100U,2,2.4,8 Гб,DDR4,2400,1 Тб,,,Intel HD Graphics 620,,1 Мп (HD),376 x 264.1 x 20.8,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-470-g5-i7-8550u-sr-1lr92av_v22.html,Ноутбук HP ProBook 470 G5 (1LR92AV_V22),https://i1.foxtrot.com.ua/product/thumb/6411935.jpg,,31099,17.3,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,8 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce 930MX,2 Гб,1 Мп (HD),413.8 х 22.5 х 276,2.5 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-470-g5-i5-8250u-1lr91av_v5.html,Ноутбук HP ProBook 470 G5 (1LR91AV_V5),https://i1.foxtrot.com.ua/product/thumb/6411936.jpg,,32747,17.3,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,16 Гб,DDR4,2400,,512 Гб,NVIDIA,GeForce 930MX,2 Гб,1 Мп (HD),413.8 x 276 x 22.5,2.5 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-470-g5-i7-8550u-1lr92av_v5.html,Ноутбук HP ProBook 470 G5 (1LR92AV_V5),https://i1.foxtrot.com.ua/product/thumb/6411940.jpg,,31099,17.3,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,8 Гб,DDR4,2400,,256 Гб,NVIDIA,GeForce 930MX,2 Гб,1 Мп (HD),413.8 x 276 x 22.5,2.5 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_laptop-15-bw638ur-2wh82ea.html,Ноутбук HP Laptop 15-bw638ur (2WH82EA),https://i1.foxtrot.com.ua/product/thumb/6413570.jpg,,10169,15.6,1920 x 1080,AMD A6,9220,2,2.5,4 Гб,DDR4,1866,500 Гб,,AMD,Radeon 530,2 Гб,1 Мп (HD),380 x 253.8 x 23.8,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_ux461ua-e1012r.html,Ноутбук ASUS Zenbook UX461UA-E1012R,https://i1.foxtrot.com.ua/product/thumb/6413600.jpg,,34499,14,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,LPDDR3,2133,,256 Гб,,Intel UHD Graphics 620,,1 Мп (HD),327 x 226 x 13.9,1.4 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x542uf-dm261.html,Ноутбук ASUS VivoBook X542UF-DM261 (90NB0IJ2-M03710),https://i1.foxtrot.com.ua/product/thumb/6413603.jpg,,19499,15.6,1920 x 1080,Intel® Core™ i3 (8 поколение),8130U,2,2.2,8 Гб,DDR4,2133,,256 Гб,NVIDIA,GeForce MX130,2 Гб,0.3 Мп (VGA),380 x 251 x 23.2,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_inspiron-17-5770-57i716s2h2r5m-lps.html,Ноутбук DELL Inspiron 17 5770 (57i716S2H2R5M-LPS),https://i1.foxtrot.com.ua/product/thumb/6413616.jpg,,30372,17.3,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2400,2 Тб,256 Гб,AMD,Radeon 530,4 Гб,1 Мп (HD),415.4 x 25 x 279.2,2.79 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x505za-bq036t.html,Ноутбук ASUS X505ZA-BQ036T,https://i1.foxtrot.com.ua/product/thumb/6413632.jpg,,24699,15.6,1920 x 1080,AMD Ryzen 5 / Ryzen 5 Pro,2500,4,2.0,8 Гб,DDR4,2400,1 Тб,128 Гб,,Radeon Vega 8 Graphics,,0.3 Мп (VGA),361 x 244 x 20.4,1.68 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_v330-14-81b00077ra.html,Ноутбук LENOVO V330-14 81B00077RA,https://i1.foxtrot.com.ua/product/thumb/6413641.jpg,,23085,14,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2400,1 Тб,,,Intel UHD Graphics 620,,1 Мп (HD),343 х 247 х 20.3,1.75 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x542uf-dm017.html,Ноутбук ASUS VivoBook X542UF-DM017 (90NB0IJ5-M00230),https://i1.foxtrot.com.ua/product/thumb/6413651.jpg,,21599,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce MX130,2 Гб,0.3 Мп (VGA),380 x 251 x 23.2,2.3 кг
